번호,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y)
115,3140000,3.14E+17,1994-08-12,3,폐업,2,폐업,692-7283,서울특별시 양천구 신월동 64-1   번지,,,강성동물병원,2012-08-08 15:05,I,2018-08-31 23:59,,
116,3140000,3.14E+17,1995-09-05,3,폐업,2,폐업,2647-1772,서울특별시 양천구 목동 783-2번지,서울특별시 양천구 등촌로 58 (목동),7965,하니동물병원,2013-05-28 10:09,I,2018-08-31 23:59,187890.2511,448106.5715
117,3140000,3.14E+17,1995-04-25,3,폐업,2,폐업,2644-0069,서울특별시 양천구 신정동 995-4   번지,,,상아동물병원,2012-05-01 15:04,I,2018-08-31 23:59,,
118,3210000,3.21E+17,2010-04-12,3,폐업,2,폐업,,서울특별시 서초구 양재동 351-11 성원빌딩 1층,,,펫프렌즈동물병원양재,2010-11-08 17:21,I,2018-08-31 23:59,,
119,3210000,3.21E+17,2004-04-09,3,폐업,2,폐업,02-587-7582,서울특별시 서초구 서초동 1532-7번지 (지상1층),"서울특별시 서초구 효령로 229 (서초동,(지상1층))",,서울동물병원,2014-05-07 9:38,I,2018-08-31 23:59,200724.5727,442410.7501
120,3140000,3.14E+17,2008-04-18,3,폐업,2,폐업,2643-0283,서울특별시 양천구 목동 919-7번지 홈에버 목동점 1층,"서울특별시 양천구 목동서로 170 (목동,홈에버 목동점 1층)",,닥터펫 동물병원,2009-08-31 14:58,I,2018-08-31 23:59,188729.1905,447572.61
121,3140000,3.14E+17,2008-08-22,3,폐업,2,폐업,2608-5886,서울특별시 양천구 신월동 512-7   번지,,,킴스동물병원,2011-08-11 19:04,I,2018-08-31 23:59,,
122,3140000,3.14E+17,2008-10-21,3,폐업,2,폐업,2645-7582,서울특별시 양천구 목동 917-6 지하2층,서울특별시 양천구 목동동로 309 (목동),7997,행복한세상동물병원,2022-12-20 18:03,U,2022-12-22 2:40,188977.1711,447466.355
123,3140000,3.14E+17,2008-11-07,3,폐업,2,폐업,2651-1855,서울특별시 양천구 목동 506-7번지,서울특별시 양천구 목동중앙본로 113 (목동),7948,대현동물병원,2014-12-02 13:28,I,2018-08-31 23:59,188540.1745,449290.7331
124,3140000,3.14E+17,2009-02-18,3,폐업,2,폐업,2604-0156-8,서울특별시 양천구 신정동 898-2번지,서울특별시 양천구 목동로 231 (신정동),7937,리베 동물의료센터,2012-07-20 10:01,I,2018-08-31 23:59,187866.52,447451.5957
125,3140000,3.14E+17,2009-04-20,3,폐업,2,폐업,,서울특별시 양천구 목동 962번지 트라팰리스 1층,"서울특별시 양천구 오목로 299 (목동,트라팰리스 1층)",,쿨펫이마트목동점,2009-07-01 14:50,I,2018-08-31 23:59,188472.7592,447091.856
126,3030000,3.03E+17,2016-05-23,3,폐업,2,폐업,02-2237-1975,,"서울특별시 성동구 금호로 173, 상가동 1층 24호 (금호동2가, 신금호파크자이)",4722,동물병원소풍,2020-04-08 11:03,U,2020-04-10 2:40,201575.7188,450352.8965
127,3030000,3.03E+17,2004-07-30,3,폐업,2,폐업,02-467-0975,서울특별시 성동구 성수동2가 333-16번지 이마트성수점,서울특별시 성동구 뚝섬로 377 (성수동2가),4781,로얄벳성수점동물병원,2016-11-09 17:14,I,2018-08-31 23:59,204614.2727,448607.4413
128,3030000,3.03E+17,2003-06-10,3,폐업,2,폐업,2298-7975,서울특별시 성동구 응봉동 228-17  번지,,,내친구동물병원,2010-12-30 16:36,I,2018-08-31 23:59,,
129,3030000,3.03E+17,2003-09-06,3,폐업,2,폐업,02-467-0975,서울특별시 성동구 성수동2가 333-16  번지 이마트 성수점 3층,,,아이러브 팻 동물병원,2004-07-30 15:33,I,2018-08-31 23:59,,
130,3030000,3.03E+17,2004-01-20,3,폐업,2,폐업,2233-1848,서울특별시 성동구 금호동2가 433번지,서울특별시 성동구 금호산길 63-1 (금호동2가),,강아지나라동물병원,2004-06-07 17:08,I,2018-08-31 23:59,201638.2774,450192.3789
131,3030000,3.03E+17,2004-03-10,3,폐업,2,폐업,,서울특별시 성동구 금호동1가 172번지 외4필지,"서울특별시 성동구 난계로 35 (금호동1가,외4필지)",,늘푸른동물병원,2009-05-01 17:11,I,2018-08-31 23:59,202101.3987,450358.7168
132,3210000,3.21E+17,2003-07-05,3,폐업,2,폐업,583-7545,서울특별시 서초구 서초동 1510-2번지,서울특별시 서초구 반포대로21길 23 (서초동),,엔터펫 종합동물병원,2004-05-25 14:53,I,2018-08-31 23:59,200683.7825,442834.8927
133,3030000,3.03E+17,2004-10-19,3,폐업,2,폐업,,서울특별시 성동구 행당동 140번지 레몬프라자  116호,,,독스동물병원,2005-07-14 17:12,I,2018-08-31 23:59,203071.9592,450665.5326
134,3030000,3.03E+17,2007-01-26,3,폐업,2,폐업,467-5656,서울특별시 성동구 성수동2가 300-69  번지,,,성동동물종합병원,2013-09-25 8:50,I,2018-08-31 23:59,,
135,3140000,3.14E+17,2006-09-27,3,폐업,2,폐업,02-2647-7501,서울특별시 양천구 목동 907번지 현대월드상가 101-1,"서울특별시 양천구 목동서로 77 (목동,현대월드상가 101-1)",,행복동물병원,2008-08-01 9:47,I,2018-08-31 23:59,189151.208,448200.0677
136,3140000,3.14E+17,2007-02-12,3,폐업,2,폐업,02-2643-0283,서울특별시 양천구 목동 919-7번지 2층,"서울특별시 양천구 목동서로 170 (목동,2층)",,닥터펫동물병원,2007-12-31 15:35,I,2018-08-31 23:59,188729.1905,447572.61
137,3140000,3.14E+17,2007-10-10,3,폐업,2,폐업,2642-7588,서울특별시 양천구 신정동 1007-10번지,"서울특별시 양천구 목동로 161 (신정동, 덕수프라자)",8023,우리들 동물메디컬 센터,2019-09-06 17:39,U,2019-09-08 2:40,187991.2641,446750.9648
138,3140000,3.14E+17,2007-12-03,3,폐업,2,폐업,2645-7582,서울특별시 양천구 목동 917-6번지 행복한세상백화점 지하2층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 지하2층)",,쿨펫동물병원,2008-10-15 16:05,I,2018-08-31 23:59,188977.1711,447466.355
139,3110000,3.11E+17,2013-07-10,3,폐업,2,폐업,02-6338-7142,서울특별시 은평구 역촌동 14-22번지,서울특별시 은평구 서오릉로 91 (역촌동),3404,역촌동물병원,2014-02-10 15:35,I,2018-08-31 23:59,192961.4955,456191.7576
140,3030000,3.03E+17,2015-12-14,3,폐업,2,폐업,02-535-0975,서울특별시 성동구 응봉동 100번지 308호,"서울특별시 성동구 독서당로 434, 308호 (응봉동, 대림종합상가)",4741,해치동물병원,2019-11-22 14:51,U,2019-11-24 2:40,202869.7758,449963.0435
141,3030000,3.03E+17,2003-01-24,3,폐업,2,폐업,02-2299-0858,서울특별시 성동구 금호동1가 514번지,서울특별시 성동구 금호로 148-1 (금호동1가),,강아지나라동물병원,2003-02-03 16:03,I,2018-08-31 23:59,201745.9163,450231.8864
142,3030000,3.03E+17,2003-01-24,3,폐업,2,폐업,02-2297-3337,서울특별시 성동구 금호동4가 1393번지,서울특별시 성동구 장터길 18 (금호동4가),,박종태종합동물병원,2009-03-03 17:44,I,2018-08-31 23:59,201505.9098,449548.8905
143,3030000,3.03E+17,2003-01-24,3,폐업,2,폐업,02-2291-8076,서울특별시 성동구 행당동 346번지,,,성동동물병원,2008-08-29 14:57,I,2018-08-31 23:59,202511.1429,450401.3037
144,3030000,3.03E+17,2003-01-24,3,폐업,2,폐업,02-408-0135,서울특별시 성동구 성수동2가 336-1   번지,,,퍼스트펫동물병원,2006-12-29 9:40,I,2018-08-31 23:59,,
145,3030000,3.03E+17,2003-01-24,3,폐업,2,폐업,02-2299-7582,서울특별시 성동구 옥수동 275-2번지 2층,"서울특별시 성동구 독서당로 206 (옥수동,2층)",,생명사랑동물병원,2018-01-16 13:17,I,2018-08-31 23:59,201144.8106,448999.16
146,3030000,3.03E+17,2003-04-15,3,폐업,2,폐업,2233-1848,서울특별시 성동구 금호동2가 433번지,서울특별시 성동구 금호산길 63-1 (금호동2가),,강아지나라동물병원,2003-12-31 13:15,I,2018-08-31 23:59,201638.2774,450192.3789
147,3030000,3.03E+17,2003-04-15,3,폐업,2,폐업,02-463-9690,서울특별시 성동구 성수동1가 656-565,서울특별시 성동구 왕십리로 100 (성수동1가),4778,성수동물병원,2020-10-29 13:28,U,2020-10-31 2:40,203896.7732,449356.6126
148,3030000,3.03E+17,2003-05-31,3,폐업,2,폐업,,서울특별시 성동구 마장동 791-2   번지,,,한사랑동물병원,2013-12-11 16:25,I,2018-08-31 23:59,,
149,3110000,3.11E+17,2013-06-27,3,폐업,2,폐업,02-355-8575,서울특별시 은평구 역촌동 43-47번지,서울특별시 은평구 진흥로 17 (역촌동),3409,튼튼동물병원,2015-07-07 14:20,I,2018-08-31 23:59,192636.2232,455316.4285
150,3210000,3.21E+17,2003-09-06,3,폐업,2,폐업,540-4911,서울특별시 서초구 반포동 1141번지 원빌딩 2층,,,펫스테이션 클리닉센터,2004-09-09 17:19,I,2018-08-31 23:59,198791.788,444392.6725
151,3210000,3.21E+17,2003-10-17,3,폐업,2,폐업,,서울특별시 서초구 반포동 733-14  번지,,,두코동물병원,2003-12-12 14:39,I,2018-08-31 23:59,,
152,3210000,3.21E+17,2009-06-17,3,폐업,2,폐업,537-0684,"서울특별시 서초구 반포동 112-3번지 카리스빌딩 1,2층","서울특별시 서초구 사평대로 80 (반포동,카리스빌딩 1,2층)",,한국스템셀동물메디컬센터,2011-08-04 10:42,I,2018-08-31 23:59,199352.418,443982.0995
153,3010000,3.01E+17,2004-05-14,3,폐업,2,폐업,2237-7533,서울특별시 중구 신당동 422-1번지 청화빌딩,"서울특별시 중구 동호로 204, 청화빌딩 1층 (신당동)",4607,차지우동물병원,2020-06-01 11:09,U,2020-06-04 2:40,200809.9146,450438.3089
154,3010000,3.01E+17,2005-03-03,3,폐업,2,폐업,2235-1533,서울특별시 중구 신당동 422-1   번지 청화빌딩 지하1층,,,행복한둥지동물병원,2006-04-03 17:50,I,2018-08-31 23:59,,
155,3060000,3.06E+17,2002-12-03,3,폐업,2,폐업,2208-7533,서울특별시 중랑구 중화동 207번지,서울특별시 중랑구 망우로 247 (중화동),,로얄메디컬센터,2009-04-22 10:48,I,2018-08-31 23:59,206997.2706,454794.0432
156,3060000,3.06E+17,2003-02-04,3,폐업,2,폐업,,서울특별시 중랑구 망우동 490-7   번지,,,세진종합동물병원,2006-02-22 16:19,I,2018-08-31 23:59,,
157,3060000,3.06E+17,2003-09-26,3,폐업,2,폐업,3421-4242,서울특별시 중랑구 신내동 648-143 번지,,,비비펫동물병원,2004-01-30 9:44,I,2018-08-31 23:59,,
158,3030000,3.03E+17,2015-01-05,3,폐업,2,폐업,02-2299-8575,서울특별시 성동구 도선동 285-2번지 1층,"서울특별시 성동구 왕십리로 340, 1층 (도선동)",4707,SL동물병원,2020-02-04 18:03,U,2020-02-06 2:40,202795.5842,451229.6456
159,3140000,3.14E+17,2001-04-04,3,폐업,2,폐업,2643-8204,서울특별시 양천구 신정동 1052-3번지,서울특별시 양천구 중앙로 230 (신정동),,바우동물병원,2003-09-23 17:19,I,2018-08-31 23:59,187079.3751,446116.6293
160,3140000,3.14E+17,2001-06-19,3,폐업,2,폐업,2642-7582,서울특별시 양천구 목동 905-22  번지 목동트윈빌딩(102호),,,황경택동물병원,2006-02-21 9:09,I,2018-08-31 23:59,,
161,3030000,3.03E+17,2011-06-29,3,폐업,2,폐업,02-2281-0049,서울특별시 성동구 금호동1가 1764-1번지,서울특별시 성동구 금호로 82-1 (금호동1가),,금호동물병원,2017-03-23 10:18,I,2018-08-31 23:59,202220.6091,449831.1961
162,3110000,3.11E+17,2016-05-09,3,폐업,2,폐업,02-355-8575,서울특별시 은평구 역촌동 43-47번지,서울특별시 은평구 진흥로 17 (역촌동),3409,튼튼동물병원,2017-04-28 13:55,I,2018-08-31 23:59,192636.2232,455316.4285
163,3110000,3.11E+17,2004-02-13,3,폐업,2,폐업,387-0075,서울특별시 은평구 대조동 187-38번지 (1층),,,패미원동물병원,2011-03-30 10:20,I,2018-08-31 23:59,193162.6276,457121.5993
164,3110000,3.11E+17,2004-02-18,3,폐업,2,폐업,359-4975,서울특별시 은평구 갈현동 495-22  번지,,,에이스동물병원,2008-07-31 17:40,I,2018-08-31 23:59,,
165,3110000,3.11E+17,2004-05-14,3,폐업,2,폐업,02-352-6328,서울특별시 은평구 응암동 96-19번지,,,해오름동물병원,2009-04-24 15:55,I,2018-08-31 23:59,193394.3931,455415.6026
166,3110000,3.11E+17,2004-10-25,3,폐업,2,폐업,354-5633,서울특별시 은평구 녹번동 117-88번지,,,예스플러스 동물병원,2009-10-15 15:43,I,2018-08-31 23:59,193917.7959,456163.764
167,3010000,3.01E+17,1975-09-30,3,폐업,2,폐업,2238-6306,서울특별시 중구 신당동 370-58번지,서울특별시 중구 다산로 145-1 (신당동),,문화동물병원,2004-01-17 13:45,I,2018-08-31 23:59,200951.4425,450512.1233
168,3210000,3.21E+17,2003-02-26,3,폐업,2,폐업,523-8275,서울특별시 서초구 서초동 1576-6번지 1층,"서울특별시 서초구 서초중앙로 99 (서초동,1층)",,24시열린동물병원,2008-03-18 14:04,I,2018-08-31 23:59,201163.9567,443156.554
169,3210000,3.21E+17,2003-05-02,3,폐업,2,폐업,3445-5101,서울특별시 서초구 잠원동 38-15번지 1층,"서울특별시 서초구 신반포로47길 18-6 (잠원동,1층)",,한국수의과학연구소부설동물병원,2017-04-24 12:11,I,2018-08-31 23:59,201678.8877,445477.6376
170,3140000,3.14E+17,1996-01-28,3,폐업,2,폐업,2651-1855,서울특별시 양천구 목동 506-7번지,서울특별시 양천구 목동중앙본로 113 (목동),,대현동물병원,2008-11-07 15:59,I,2018-08-31 23:59,188540.1745,449290.7331
171,3140000,3.14E+17,1997-01-10,3,폐업,2,폐업,654-7345,서울특별시 양천구 목동 788-13  번지,,,애완동물병원,2006-02-06 10:30,I,2018-08-31 23:59,,
172,3110000,3.11E+17,2004-11-04,3,폐업,2,폐업,358-7566,서울특별시 은평구 대조동 179-16번지,,,은평동물병원(은평본원),2007-06-14 15:50,I,2018-08-31 23:59,193059.5369,456143.2369
173,3110000,3.11E+17,2005-03-03,3,폐업,2,폐업,386-2075,서울특별시 은평구 불광동 309번지,"서울특별시 은평구 연서로 252 (불광동, 세종빌딩)",3350,연신내 동물병원,2015-08-12 17:53,I,2018-08-31 23:59,193119.7183,457463.9145
174,3110000,3.11E+17,2005-03-29,3,폐업,2,폐업,355-8575,서울특별시 은평구 역촌동 43-17번지,,,튼튼동물병원,2007-12-07 16:56,I,2018-08-31 23:59,192645.2848,455342.5109
175,3110000,3.11E+17,2005-07-07,3,폐업,2,폐업,307-7502,서울특별시 은평구 증산동 162-20  번지 상가 102호,,,멍이맘동물병원,2008-11-24 9:44,I,2018-08-31 23:59,,
176,3110000,3.11E+17,2007-02-01,3,폐업,2,폐업,386-2075,서울특별시 은평구 불광동 319-33번지 대흥빌라 101호,서울특별시 은평구 연서로 260 (불광동),3350,연신내동물병원,2016-07-06 11:29,I,2018-08-31 23:59,193204.523,457521.5302
177,3140000,3.14E+17,2001-08-10,3,폐업,2,폐업,,서울특별시 양천구 목동 907-10번지 현대파리지앙 121호,"서울특별시 양천구 목동서로 57 (목동,현대파리지앙 121호)",,목동동물병원,2012-05-15 17:22,I,2018-08-31 23:59,189311.0225,448276.1425
178,3140000,3.14E+17,2001-12-20,3,폐업,2,폐업,2652-5475,서울특별시 양천구 신정동 117-37번지,서울특별시 양천구 신목로 78 (신정동),,슈슈애견동물병원,2007-03-22 17:49,I,2018-08-31 23:59,188813.8095,446610.6321
179,3140000,3.14E+17,2002-05-02,3,폐업,2,폐업,2643-0283,서울특별시 양천구 목동 919-7번지 한국까르프 1층,"서울특별시 양천구 목동서로 170 (목동,한국까르프 1층)",,닥터펫 동물병원,2003-09-23 17:20,I,2018-08-31 23:59,188729.1905,447572.61
180,3210000,3.21E+17,2012-03-26,3,폐업,2,폐업,02-577-6125,서울특별시 서초구 양재동 215번지,"서울특별시 서초구 매헌로 16, 지1층 (양재동, 이마트 양재점)",6771,이리온 for 몰리스,2012-08-01 13:52,I,2018-08-31 23:59,203204.7556,440136.7812
181,3210000,3.21E+17,2003-06-19,3,폐업,2,폐업,3474-1045,서울특별시 서초구 잠원동 60-3   번지,,,잠원동물병원,2004-03-30 14:03,I,2018-08-31 23:59,,
182,3140000,3.14E+17,1997-10-29,3,폐업,2,폐업,2644-8275,서울특별시 양천구 신정동 294-29번지,서울특별시 양천구 목동동로8길 7 (신정동),,이솝동물병원,2019-09-16 17:47,U,2019-09-18 2:40,188492.5628,446209.4436
183,3140000,3.14E+17,1998-05-16,3,폐업,2,폐업,2645-7588,서울특별시 양천구 목동 908-31번지 목동프라자 105,"서울특별시 양천구 목동서로 35 (목동,목동프라자 105)",,가나동물병원,2009-12-14 14:49,I,2018-08-31 23:59,189512.0451,448382.5598
184,3140000,3.14E+17,1999-03-09,3,폐업,2,폐업,2644-8254,서울특별시 양천구 목동 752-1번지 극동상가 103,"서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)",,나우동물종합병원,2019-10-22 16:20,U,2019-10-24 2:40,188567.944,448483.6229
185,3140000,3.14E+17,2009-09-16,3,폐업,2,폐업,02-2643-0283,서울특별시 양천구 목동 919-0007번지,,,닥터펫 동물병원,2010-11-29 17:52,I,2018-08-31 23:59,188729.1905,447572.61
186,3140000,3.14E+17,2011-02-16,3,폐업,2,폐업,2643-0283,서울특별시 양천구 목동 919-7   번지 홈플러스 2층,,,닥터펫동물병원,2011-04-26 14:07,I,2018-08-31 23:59,,
187,3140000,3.14E+17,2004-06-30,3,폐업,2,폐업,2655-2258,서울특별시 양천구 목동 515-1번지,서울특별시 양천구 공항대로 636 (목동),,행복한 동물병원,2006-03-17 10:45,I,2018-08-31 23:59,188918.5354,449389.2086
188,3140000,3.14E+17,2004-08-02,3,폐업,2,폐업,2643-0283,서울특별시 양천구 목동 919-7   번지 한국까르푸 목동점 1층,,,덕터펫 동물병원,2005-03-10 15:39,I,2018-08-31 23:59,,
189,3110000,3.11E+17,2011-04-05,3,폐업,2,폐업,387-7582,서울특별시 은평구 대조동 231-0번지 101동 122호,서울특별시 은평구 서오릉로 94 (대조동),3392,사랑이가득한동물병원,2012-05-31 10:58,I,2018-08-31 23:59,193019.4034,456302.9288
190,3110000,3.11E+17,2011-07-19,3,폐업,2,폐업,385-8275,서울특별시 은평구 진관동 20-0번지 은평뉴타운상림마을 821동 101호,서울특별시 은평구 진관3로 70 (진관동),3302,뉴타운동물병원,2012-06-18 10:12,I,2018-08-31 23:59,193103.4271,459986.856
191,3110000,3.11E+17,2011-09-15,3,폐업,2,폐업,356-3375,서울특별시 은평구 응암동 90-1번지 이마트 8층,서울특별시 은평구 은평로 111 (응암동),3461,쿨펫동물병원 은평점,2015-03-10 11:19,I,2018-08-31 23:59,192882.8377,455340.5406
192,3110000,3.11E+17,2011-11-03,3,폐업,2,폐업,350-7272,서울특별시 은평구 대조동 240번지 NC백화점 8층,서울특별시 은평구 불광로 20 (대조동),3397,쿨펫 동물병원,2016-12-02 17:45,I,2018-08-31 23:59,193661.7324,456379.1939
193,3140000,3.14E+17,2011-06-07,3,폐업,2,폐업,2645-7611,서울특별시 양천구 신정동 323번지 세림프라자 106호,"서울특별시 양천구 목동서로 387 (신정동,세림프라자 106호)",,하나동물병원,2017-02-28 15:37,I,2018-08-31 23:59,187646.6298,445993.3326
194,3140000,3.14E+17,2003-02-19,3,폐업,2,폐업,2694-9550,서울특별시 양천구 신월동 116-14번지,서울특별시 양천구 월정로 137 (신월동),,다정종합동물병원,2013-04-02 16:18,I,2018-08-31 23:59,185562.9519,447671.8358
195,3140000,3.14E+17,2003-04-14,3,폐업,2,폐업,2690-5673,서울특별시 양천구 신월동 446-4번지,서울특별시 양천구 월정로 46 (신월동),,햇살동물병원,2008-07-15 17:34,I,2018-08-31 23:59,185992.295,446855.11
